abbr,date/time,temperature (degrees celsius),pressure (hpa),humidity (%),dew point (degrees celsius),wind direction (degree),wind speed (knots),wind speed (kmh),cloud amount (octas),altitude (metres)
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,25000
KLO,2.0121E+11,13.2,1019.5,82.8,10.3,302,6,10.8,4,
KLO,2.0121E+11,,,,,,,,6,
KLO,2.0121E+11,,,,,,,,6,25000
KLO,2.0121E+11,,,,,,,,6,
KLO,2.0121E+11,,,,,,,,4,
KLO,2.0121E+11,,,,,,,,3,25000
KLO,2.0121E+11,12.1,1019.9,87.6,10.1,298,3,6.1,3,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,6,25000
KLO,2.0121E+11,,,,,,,,6,
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,3,25000
KLO,2.0121E+11,11.4,1020.2,92,10.1,45,2,3.6,4,
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,3,25000
KLO,2.0121E+11,,,,,,,,4,
KLO,2.0121E+11,,,,,,,,6,
KLO,2.0121E+11,,,,,,,,6,25000
KLO,2.0121E+11,10.8,1020.4,92.7,9.7,121,3,4.7,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,25000
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,17000
KLO,2.0121E+11,11.4,1020.1,92.3,10.2,323,2,3.6,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,17000
KLO,2.0121E+11,,,,,,,,4,
KLO,2.0121E+11,,,,,,,,6,
KLO,2.0121E+11,,,,,,,,2,12000
KLO,2.0121E+11,11.3,1020.1,92.8,10.2,304,2,3.2,3,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,6000
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,4,3000
KLO,2.0121E+11,9.7,1020.1,94.9,8.9,319,2,4,4,
KLO,2.0121E+11,,,,,,,,6,
KLO,2.0121E+11,,,,,,,,7,2300
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,3000
KLO,2.0121E+11,10.3,1019.6,93.5,9.3,331,4,6.8,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,8,8000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,8000
KLO,2.0121E+11,11.3,1019,92.3,10.1,286,2,3.6,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,6000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,6000
KLO,2.0121E+11,11.2,1018.9,93,10.1,76,1,2.2,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,7000
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,6000
KLO,2.0121E+11,11.1,1018.9,93.1,10.1,256,1,1.8,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,4000
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,6,
KLO,2.0121E+11,,,,,,,,6,5000
KLO,2.0121E+11,11,1019,93.1,9.9,198,2,2.9,6,
KLO,2.0121E+11,,,,,,,,4,
KLO,2.0121E+11,,,,,,,,6,3500
KLO,2.0121E+11,,,,,,,,6,
KLO,2.0121E+11,,,,,,,,6,
KLO,2.0121E+11,,,,,,,,4,6000
KLO,2.0121E+11,11.5,1019.2,92.8,10.4,176,3,5.4,3,
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,3,7000
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,1,8000
KLO,2.0121E+11,13.5,1019.2,87.8,11.5,208,3,6.5,2,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,9000
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,3,12000
KLO,2.0121E+11,15.1,1019,80.3,11.7,215,6,11.2,3,
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,3,14000
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,14000
KLO,2.0121E+11,16.3,1018.8,76,12,231,9,17.3,1,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,1,16000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,18000
KLO,2.0121E+11,17,1018.6,71.1,11.8,224,9,16.9,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,18000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,20000
KLO,2.0121E+11,18,1017.8,66.3,11.6,223,7,12.2,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,4,20000
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,1,20000
KLO,2.0121E+11,18.8,1017.3,63.3,11.7,236,6,10.8,2,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,25000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,25000
KLO,2.0121E+11,19.2,1016.9,62.8,11.9,255,5,9.7,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,25000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,25000
KLO,2.0121E+11,19.5,1016.5,62.3,12.1,242,5,8.6,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,25000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,0,25000
KLO,2.0121E+11,19.5,1016.3,64.4,12.6,243,4,7.6,0,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,25000
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,25000
KLO,2.0121E+11,17.9,1016.6,70.7,12.5,225,2,4,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,25000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,20000
KLO,2.0121E+11,14.5,1017.5,85,12,286,3,6.5,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,20000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,18000
KLO,2.0121E+11,14.3,1017.8,87.3,12.2,125,3,5,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,15000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,10000
KLO,2.0121E+11,12.9,1018.6,91.6,11.6,153,2,4.3,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,10000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,13000
KLO,2.0121E+11,12,1019.2,92.1,10.8,152,4,7.9,0,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,13000
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,10000
KLO,2.0121E+11,12.3,1019.3,90.5,10.8,165,2,4.3,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,10000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,7000
KLO,2.0121E+11,10.7,1019.6,93.6,9.7,157,3,5.8,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,7000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,10000
KLO,2.0121E+11,10.2,1019.6,91.7,8.9,139,4,8.3,1,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,10000
KLO,2.0121E+11,10.4,1019.3,91.2,9,141,4,7.2,0,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,10000
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,10000
KLO,2.0121E+11,9.9,1019,90.7,8.5,142,4,8.3,0,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,10000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,0,10000
KLO,2.0121E+11,9.3,1018.8,92.8,8.2,146,2,2.9,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,10000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,10000
KLO,2.0121E+11,8.9,1018.7,93.7,7.9,135,4,7.6,1,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,10000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,2,15000
KLO,2.0121E+11,8.8,1018.6,91.4,7.5,150,4,7.2,2,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,15000
KLO,2.0121E+11,,,,,,,,5,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,20000
KLO,2.0121E+11,8.1,1018.8,93,7,126,2,4,2,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,1,20000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,20000
KLO,2.0121E+11,10.7,1018.5,89.2,8.9,159,3,5.4,1,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,20000
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,0,25000
KLO,2.0121E+11,15.1,1017.8,76.1,10.8,176,6,11.9,0,
KLO,2.0121E+11,,,,,,,,0,
KLO,2.0121E+11,,,,,,,,1,25000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,2,25000
KLO,2.0121E+11,17.6,1017.3,63.7,10.6,194,10,19.1,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,25000
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,4,
KLO,2.0121E+11,,,,,,,,2,25000
KLO,2.0121E+11,19.1,1017,56.8,10.3,204,10,19.4,3,
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,3,25000
KLO,2.0121E+11,,,,,,,,4,
KLO,2.0121E+11,,,,,,,,4,
KLO,2.0121E+11,,,,,,,,3,25000
KLO,2.0121E+11,20.6,1016.5,50.1,9.8,235,13,24.5,3,
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,3,25000
KLO,2.0121E+11,,,,,,,,4,
KLO,2.0121E+11,,,,,,,,4,
KLO,2.0121E+11,,,,,,,,4,25000
KLO,2.0121E+11,21,1016.2,49.8,10.1,235,13,24.8,3,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,3,25000
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,3,
KLO,2.0121E+11,,,,,,,,2,25000
KLO,2.0121E+11,22,1015.9,48,10.5,239,11,21.2,4,
KLO,2.0121E+11,,,,,,,,5,
KLO,2.0121E+11,,,,,,,,5,25000
KLO,2.0121E+11,,,,,,,,5,
KLO,2.0121E+11,,,,,,,,5,
KLO,2.0121E+11,,,,,,,,5,25000
KLO,2.0121E+11,21.1,1016,50.8,10.5,239,9,17.3,5,
KLO,2.0121E+11,,,,,,,,5,
KLO,2.0121E+11,,,,,,,,5,25000
KLO,2.0121E+11,,,,,,,,5,
KLO,2.0121E+11,,,,,,,,5,
KLO,2.0121E+11,,,,,,,,5,30000
KLO,2.0121E+11,20.7,1015.8,54.3,11.2,256,6,10.4,5,
KLO,2.0121E+11,,,,,,,,5,
KLO,2.0121E+11,,,,,,,,5,30000
KLO,2.0121E+11,,,,,,,,5,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,25000
KLO,2.0121E+11,19.9,1015.4,60.7,12.1,285,3,5,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,8,25000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,25000
KLO,2.0121E+11,18,1015.5,72.5,12.9,153,2,2.9,8,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,25000
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,25000
KLO,2.0121E+11,16.6,1015.9,79.7,13.1,96,2,4,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,20000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,20000
KLO,2.0121E+11,15.5,1016.3,85.6,13.1,286,2,2.9,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,20000
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,18000
KLO,2.0121E+11,15.8,1016.3,83.1,12.8,104,2,4,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,8,18000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,18000
KLO,2.0121E+11,15.7,1016.2,85.4,13.3,151,4,7.6,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,18000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,14000
KLO,2.0121E+11,15.4,1016.3,87.1,13.3,0,3,4.7,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,14000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,8,11000
KLO,2.0121E+11,15,1016.5,90.6,13.4,90,1,2.5,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,6000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,7,8000
KLO,2.0121E+11,15,1016.6,92,13.7,214,2,2.9,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,8000
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,6000
KLO,2.0121E+11,15,1016.3,91,13.6,185,3,4.7,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,6000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,5000
KLO,2.0121E+11,14.9,1015.6,92.7,13.7,162,3,5,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,15000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,10000
KLO,2.0121E+11,15,1014.9,86.5,12.8,210,3,5.4,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,14000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,6000
KLO,2.0121E+11,14.7,1014.8,89.1,13,214,4,7.6,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,8000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,6000
KLO,2.0121E+11,14.8,1014.6,89,13,219,7,13,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,5000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,6000
KLO,2.0121E+11,14.8,1014.5,88.9,13,211,6,11.9,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,6000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,4000
KLO,2.0121E+11,14.8,1014.9,89.2,13,234,7,12.6,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,4000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,6000
KLO,2.0121E+11,14.8,1015.6,90.5,13.2,240,8,15.5,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,7000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,10000
KLO,2.0121E+11,14.9,1016.1,90.2,13.4,233,8,14.4,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,9000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,,
KLO,2.0121E+11,,,,,,,,8,9000
KLO,2.0121E+11,15,1016.5,88.2,13.1,238,8,14.8,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,10000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,15000
KLO,2.0121E+11,15.3,1016.9,86.4,13.1,250,7,13.7,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,15000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,7,20000
KLO,2.0121E+11,15.8,1017.2,84.1,13.1,250,9,16.2,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,8,25000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,7,30000
KLO,2.0121E+11,16.1,1017.4,80.9,12.9,259,8,14.8,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,30000
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,30000
KLO,2.0121E+11,16.4,1017.9,80.3,13,285,8,15.1,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,30000
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,30000
KLO,2.0121E+11,15,1018.9,80,11.6,350,8,15.5,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,8,30000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,35000
KLO,2.0121E+11,14.2,1019.9,81.2,11,17,6,10.4,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,35000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,40000
KLO,2.0121E+11,13.5,1020.9,78.5,9.9,46,7,12.6,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,40000
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,40000
KLO,2.0121E+11,12.4,1021.9,76.4,8.3,31,7,13.7,7,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,7,40000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,40000
KLO,2.0121E+11,11.4,1022.7,75.7,7.3,11,8,15.1,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,40000
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,
KLO,2.0121E+11,,,,,,,,8,40000
KLO,2.0121E+11,10.8,1023.6,75.5,6.6,7,7,12.2,8,
KLO,2.0121E+11,,,,,,,,7,
KLO,2.0121E+11,,,,,,,,4,40000
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,40000
KLO,2.0121E+11,9.4,1024.2,79,5.9,353,5,8.6,3,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,40000
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,3,40000
KLO,2.0121E+11,8.1,1024.5,83.7,5.5,333,3,5.8,3,
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,2,40000
KLO,2.0121E+11,,,,,,,,2,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,2,40000
KLO,2.0121E+11,6.8,1024.7,88.6,5.1,318,6,10.4,2,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,40000
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,
KLO,2.0121E+11,,,,,,,,1,25000
REH,2.0121E+11,11.5,1019.5,95.3,10.8,292,1,2.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.5,1019.3,96.7,10.9,281,1,1.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.4,1019.2,96.8,10.9,288,1,2.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.4,1019.3,96.5,10.8,281,1,1.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.3,1019.3,97.5,10.9,270,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.3,1019.3,97.9,11,180,0,0.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.3,1019.1,98.6,11.1,135,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.6,1019.1,97.6,11.2,90,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12,1019.3,94.2,11.1,90,0,0.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.6,1019.4,89.5,10.9,225,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.4,1019.1,83.5,10.7,231,1,2.5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.2,1018.8,78.5,10.5,239,1,2.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.9,1018.5,71.6,9.8,249,2,3.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.7,1018.1,67.4,9.7,258,3,5.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16,1017.9,63.8,9.2,278,3,5.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
